날짜,hs_code,품목명,국가명,수출입구분,수출금액,중량
2023-09-01,8510,반도체,미국,Import,0,809.9848732469932
2023-10-01,8541,반도체,미국,Export,300421394,496.18129903030473
2023-11-01,8547,반도체,미국,Export,190213735,3198.2985699085393
2023-12-01,8525,반도체,미국,Export,419298222,1671.8223183615055
2024-01-01,8529,반도체,미국,Import,0,1179.1811330711867
2024-02-01,8529,반도체,미국,Export,326134667,954.3955021244581
2024-03-01,8591,반도체,미국,Export,420477951,3410.8815734924756
2024-04-01,8540,반도체,미국,Import,0,1363.9139758042625
2024-05-01,8569,반도체,미국,Export,137806295,4981.643128813829
2024-06-01,8541,반도체,미국,Import,0,1761.2459761386333
2024-07-01,8512,반도체,미국,Import,0,2082.0898228987317
2024-08-01,8581,반도체,미국,Export,394816919,3378.0424480997203
2024-09-01,8598,반도체,미국,Export,335115866,124.80176084647157
2024-10-01,8563,반도체,미국,Export,229727830,4972.841566793021
2024-11-01,8523,반도체,미국,Import,0,3757.807885078318
2024-12-01,8526,반도체,미국,Export,160949788,2758.4471297190066
2025-01-01,8531,반도체,미국,Import,0,4867.751718286983
2025-02-01,8536,반도체,미국,Import,0,1815.3841977039108
2025-03-01,8578,반도체,미국,Import,0,2546.0475614352863
2025-04-01,8526,반도체,미국,Import,0,2402.7281185556203
2025-05-01,8546,반도체,미국,Import,0,2198.1023267548403
2025-06-01,8572,반도체,미국,Export,159791539,1035.4640526366957
2025-07-01,8527,반도체,미국,Export,282832618,4687.158393387826
2025-08-01,8533,반도체,미국,Export,112370171,3388.603232437848
2025-09-01,8511,반도체,미국,Import,0,4258.481995130905
2025-10-01,8548,반도체,미국,Import,0,4065.8696618447166
2025-11-01,8522,반도체,미국,Export,49981148,125.4058275925352
2025-12-01,8517,반도체,미국,Export,353963769,3999.384080236895
2021-01-01,8775,자동차,미국,Export,224852320,3392.928062946477
2021-02-01,8771,자동차,미국,Export,150405213,
2021-03-01,8779,자동차,미국,Import,0,2731.7038932636115
2021-04-01,8769,자동차,미국,Export,115752303,3152.163331513101
2021-05-01,8756,자동차,미국,Import,0,777.9301528472266
2021-06-01,8739,자동차,미국,Import,0,2054.2224170794934
2021-07-01,8771,자동차,미국,Export,419630259,3510.27360985912
2021-08-01,8710,자동차,미국,Export,226752592,1274.958059871276
2021-09-01,8710,자동차,미국,Export,477883987,3715.6948918092658
2021-10-01,8776,자동차,미국,Export,131388184,1844.2661253911817
2021-11-01,8787,자동차,미국,Import,0,561.3692425159445
2021-12-01,8778,자동차,미국,Export,242345176,579.3873871899073
2022-01-01,8742,자동차,미국,Import,0,
2022-02-01,8743,자동차,미국,Export,137837875,174.99224742288527
2022-03-01,8778,자동차,미국,Import,0,3117.6707055105776
2022-04-01,8741,자동차,미국,Export,470712818,2919.823471591807
2022-05-01,8742,자동차,미국,Import,0,4121.133431145381
2022-06-01,8749,자동차,미국,Export,453621814,
2022-07-01,8711,자동차,미국,Import,0,3129.444033255675
2022-08-01,8735,자동차,미국,Export,343990697,1769.060390374776
2022-09-01,8767,자동차,미국,Import,0,3181.8199492214317
2022-10-01,8730,자동차,미국,Export,484114470,2785.062227915628
2022-11-01,8758,자동차,미국,Export,368507400,725.6796741700814
2022-12-01,8732,자동차,미국,Import,0,4306.222484030758
2023-01-01,8798,자동차,미국,Export,126735714,1950.8715422638447
2023-02-01,8798,자동차,미국,Export,166824304,4488.063819631382
2023-03-01,8728,자동차,미국,Import,0,1664.636824193033
2023-04-01,8792,자동차,미국,Export,251582572,508.09361485677226
2023-05-01,8761,자동차,미국,Import,0,3786.635194244632
2023-06-01,8762,자동차,미국,Export,252265949,382.037924081557
2023-07-01,8796,자동차,미국,Import,0,3558.5742710056034
2023-08-01,8767,자동차,미국,Import,0,595.5011130016721
2023-09-01,8751,자동차,미국,Export,204359284,4470.294853006206
2023-10-01,8747,자동차,미국,Import,0,1933.9268992049895
2023-11-01,8780,자동차,미국,Export,493140521,3791.553107768814
2023-12-01,8770,자동차,미국,Export,195213919,3554.9133850536336
2024-01-01,8776,자동차,미국,Import,0,2085.490225228944
2024-02-01,8781,자동차,미국,Export,67587860,3281.1304803687117
2024-03-01,8771,자동차,미국,Export,206109217,2440.8029653131157
2024-04-01,8715,자동차,미국,Export,403033532,4891.713276895927
2024-05-01,8789,자동차,미국,Export,268573543,
2024-06-01,8729,자동차,미국,Export,46962928,914.4556163553393
2024-07-01,8710,자동차,미국,Export,317503459,2963.140128423191
2024-08-01,8721,자동차,미국,Export,479764179,383.53309901276623
2024-09-01,8717,자동차,미국,Export,93143152,3269.556972176747
2024-10-01,8737,자동차,미국,Import,0,4874.534557564216
2024-11-01,8726,자동차,미국,Export,147084118,2114.9129322737126
2024-12-01,8722,자동차,미국,Import,0,4130.432490323528
2025-01-01,8756,자동차,미국,Export,460396510,505.46725817300006
2025-02-01,8714,자동차,미국,Import,0,1944.670497702443
2025-03-01,8758,자동차,미국,Import,0,3772.9336698827533
2025-04-01,8758,자동차,미국,Export,420781065,2396.5964829953546
2025-05-01,8764,자동차,미국,Import,0,4083.21494473738
2025-06-01,8762,자동차,미국,Export,296723270,3657.9921359520554
2025-07-01,8794,자동차,미국,Export,230766626,732.8811342423254
2025-08-01,8771,자동차,미국,Export,440328127,
2025-09-01,8748,자동차,미국,Export,339070865,2649.5077344285874
2025-10-01,8721,자동차,미국,Import,0,4843.071450655133
2025-11-01,8726,자동차,미국,Export,75667461,241.03511393536095
2025-12-01,8775,자동차,미국,Import,0,4525.440187515469
2021-01-01,7259,철강,미국,Import,0,2021.9958209886884
2021-02-01,7261,철강,미국,Export,278248690,2309.4611923389116
2021-03-01,7260,철강,미국,Import,0,4002.7117008019986
2021-04-01,7226,철강,미국,Export,136539750,2349.7652055674803
2021-05-01,7286,철강,미국,Export,112474087,2940.2846789115183
2021-06-01,7232,철강,미국,Export,72742461,844.3231982102424
2021-07-01,7213,철강,미국,Import,0,4494.263208539458
2021-08-01,7259,철강,미국,Export,304948343,1196.860422940971
2021-09-01,7251,철강,미국,Export,96735137,534.6424154095725
2021-10-01,7255,철강,미국,Export,188492231,2566.744627188799
2021-11-01,7256,철강,미국,Import,0,500.61925654947237
2021-12-01,7270,철강,미국,Export,11271561,4354.675424474375
2022-01-01,7261,철강,미국,Export,112581168,1915.3133036777717
2022-02-01,7296,철강,미국,Export,270320219,
2022-03-01,7216,철강,미국,Export,346711097,4237.759295904781
2022-04-01,7227,철강,미국,Export,229232059,2709.8246056296134
2022-05-01,7237,철강,미국,Export,19834886,1678.1879113575735
2022-06-01,7253,철강,미국,Export,124276041,1780.3416349634751
2022-07-01,7227,철강,미국,Import,0,2731.822054910884
2022-08-01,7292,철강,미국,Export,195598586,1753.4894859723986
2022-09-01,7268,철강,미국,Export,184487395,4933.9247190856
2022-10-01,7231,철강,미국,Import,0,1890.2484164028824
2022-11-01,7271,철강,미국,Export,149696632,949.5306169442987
2022-12-01,7240,철강,미국,Export,211094445,4913.655222852171
2023-01-01,7284,철강,미국,Export,434098491,4103.653147651472
2023-02-01,7260,철강,미국,Export,412222121,3620.440627099113
2023-03-01,7254,철강,미국,Export,387051537,1016.5143679318645
2023-04-01,7229,철강,미국,Export,128780768,662.7004412220973
2023-05-01,7246,철강,미국,Export,257990938,4666.870277058977
2023-06-01,7215,철강,미국,Import,0,
2023-07-01,7222,철강,미국,Export,345440058,530.5537450890183
2023-08-01,7218,철강,미국,Export,301862982,2410.723323895776
2023-09-01,7258,철강,미국,Import,0,3755.275175188719
2023-10-01,7284,철강,미국,Import,0,
2023-11-01,7231,철강,미국,Import,0,3929.4209605819333
2023-12-01,7269,철강,미국,Import,0,904.9024098618654
2024-01-01,7235,철강,미국,Import,0,1649.3632532528236
2024-02-01,7281,철강,미국,Export,225176105,1947.027704182047
2024-03-01,7232,철강,미국,Export,224984890,2929.6827274400157
2024-04-01,7275,철강,미국,Export,276340901,4541.71334372628
2024-05-01,7215,철강,미국,Export,173079735,3679.690770365577
2024-06-01,7238,철강,미국,Import,0,3733.1584645813227
2024-07-01,7266,철강,미국,Export,162743813,1317.5967850908821
2024-08-01,7295,철강,미국,Export,359891400,2520.509286941227
2024-09-01,7222,철강,미국,Export,64209551,4247.616229499139
2024-10-01,7238,철강,미국,Import,0,2483.1516617784782
2024-11-01,7236,철강,미국,Export,324162340,3500.34737788879
2024-12-01,7278,철강,미국,Export,415131425,4799.466493363736
2025-01-01,7232,철강,미국,Export,236382843,4741.688364097895
2025-02-01,7271,철강,미국,Export,59389355,1354.4761060829449
2025-03-01,7277,철강,미국,Import,0,212.8107634594238
2025-04-01,7240,철강,미국,Import,0,2178.2402893816916
2025-05-01,7295,철강,미국,Export,456236237,701.7728310440956
2025-06-01,7245,철강,미국,Export,71084713,4612.125224825124
2025-07-01,7249,철강,미국,Export,307868252,1958.5979220891893
2025-08-01,7266,철강,미국,Export,12269691,1734.1459412866066
2025-09-01,7284,철강,미국,Import,0,2381.9305993621847
2025-10-01,7252,철강,미국,Export,26094868,4572.472368107731
2025-11-01,7261,철강,미국,Export,215273470,4582.74491523369
2025-12-01,7231,철강,미국,Import,0,1142.1358432720087
2021-01-01,8458,기계,미국,Export,283079630,4317.096887664597
2021-02-01,8480,기계,미국,Export,301738658,428.6747392032947
2021-03-01,8492,기계,미국,Export,181199629,2394.335959362759
2021-04-01,8425,기계,미국,Export,286772155,421.9723331989266
2021-05-01,8475,기계,미국,Import,0,2457.330947099171
2021-06-01,8413,기계,미국,Export,99144783,4322.749542966235
2021-07-01,8483,기계,미국,Import,0,2680.2344866305393
2021-08-01,8441,기계,미국,Export,360826392,
2021-09-01,8497,기계,미국,Export,106095418,2576.9886076195658
2021-10-01,8476,기계,미국,Import,0,2827.935765438494
2021-11-01,8497,기계,미국,Export,363910796,4292.9126937208
2021-12-01,8446,기계,미국,Export,79130105,2091.3223105402576
2022-01-01,8483,기계,미국,Export,51899180,
2022-02-01,8445,기계,미국,Export,325033526,3549.3360621786965
2022-03-01,8420,기계,미국,Export,137117482,1960.4928000196078
2022-04-01,8414,기계,미국,Import,0,3891.7891636865675
2022-05-01,8495,기계,미국,Import,0,659.7658370099444
2022-06-01,8496,기계,미국,Export,401929075,
2022-07-01,8449,기계,미국,Export,352434468,2072.495213625205
2022-08-01,8413,기계,미국,Import,0,4512.804276058289
2022-09-01,8479,기계,미국,Export,458006415,676.9803061616916
2022-10-01,8426,기계,미국,Export,208571563,2537.577980501464
2022-11-01,8495,기계,미국,Export,77073958,4510.091345055715
2022-12-01,8421,기계,미국,Import,0,2521.9418656775297
2023-01-01,8494,기계,미국,Export,197737878,
2023-02-01,8474,기계,미국,Export,50571347,3055.445336385302
2023-03-01,8449,기계,미국,Export,224224764,4586.017018730378
2023-04-01,8463,기계,미국,Import,0,3351.988710276976
2023-05-01,8442,기계,미국,Import,0,2745.229616650148
2023-06-01,8490,기계,미국,Import,0,3024.529959692757
2023-07-01,8482,기계,미국,Import,0,3668.124905397656
2023-08-01,8451,기계,미국,Export,235243941,
2023-09-01,8460,기계,미국,Export,143351117,2992.130267658527
2023-10-01,8458,기계,미국,Export,77041129,4756.163033721932
2023-11-01,8471,기계,미국,Import,0,3816.122828333839
2023-12-01,8489,기계,미국,Export,426105869,1323.3732434100111
2024-01-01,8435,기계,미국,Export,35281945,
2024-02-01,8426,기계,미국,Export,98481919,2882.9316297078844
2024-03-01,8416,기계,미국,Import,0,4629.541357344999
2024-04-01,8491,기계,미국,Export,375081628,368.92481176772714
2024-05-01,8426,기계,미국,Export,328582001,1887.0165223407987
2024-06-01,8412,기계,미국,Export,351181500,1765.387322463524
2024-07-01,8424,기계,미국,Import,0,2738.167302865859
2024-08-01,8442,기계,미국,Export,444129096,3117.729622093292
2024-09-01,8451,기계,미국,Export,495267243,101.16386552183444
2024-10-01,8448,기계,미국,Export,14647862,358.15079628842005
2024-11-01,8466,기계,미국,Export,294571031,1431.26615823812
2024-12-01,8493,기계,미국,Export,371415327,1270.0080142646814
2025-01-01,8439,기계,미국,Export,427882692,3606.2112446477854
2025-02-01,8462,기계,미국,Import,0,2196.0883553057256
2025-03-01,8421,기계,미국,Export,478643691,4010.1476785025784
2025-04-01,8448,기계,미국,Export,440767970,4729.18690922791
2025-05-01,8434,기계,미국,Import,0,418.4334064661807
2025-06-01,8463,기계,미국,Export,307791029,2612.1737039808922
2025-07-01,8450,기계,미국,Export,101354748,3919.963920477091
2025-08-01,8456,기계,미국,Export,115998771,2639.475796714322
2025-09-01,8444,기계,미국,Import,0,3510.501028463582
2025-10-01,8422,기계,미국,Export,119670631,2731.1746721777263
2025-11-01,8420,기계,미국,Import,0,1401.4402086846596
2025-12-01,8434,기계,미국,Import,0,273.56960525087084
2021-01-01,8520,반도체,중국,Export,52623512,2101.4207440464234
2021-02-01,8514,반도체,중국,Export,33903955,2709.752345063734
2021-03-01,8537,반도체,중국,Export,47304121,4270.913878838966
2021-04-01,8567,반도체,중국,Import,0,3344.348849522167
2021-05-01,8542,반도체,중국,Import,0,4007.3875058739477
2021-06-01,8568,반도체,중국,Import,0,1736.6435058516656
2021-07-01,8572,반도체,중국,Import,0,1027.1855449465288
2021-08-01,8540,반도체,중국,Import,0,731.4623506198815
2021-09-01,8540,반도체,중국,Export,10548854,2825.2905016948093
2021-10-01,8575,반도체,중국,Export,150648685,3122.9419000411367
2021-11-01,8569,반도체,중국,Export,14445478,4111.529160449225
2021-12-01,8580,반도체,중국,Export,275220623,4818.660818909074
2022-01-01,8546,반도체,중국,Export,60229766,4692.41958745861
2022-02-01,8573,반도체,중국,Export,357004323,430.0179471969813
2022-03-01,8591,반도체,중국,Import,0,4870.095948969245
2022-04-01,8561,반도체,중국,Export,381548966,
2022-05-01,8588,반도체,중국,Export,411204965,
2022-06-01,8538,반도체,중국,Export,472708781,600.748736499223
2022-07-01,8538,반도체,중국,Import,0,1181.7711026649258
2022-08-01,8531,반도체,중국,Export,74354211,4353.466180408235
2022-09-01,8530,반도체,중국,Import,0,4301.0644512532435
2022-10-01,8578,반도체,중국,Export,492149047,2105.736630943711
2022-11-01,8570,반도체,중국,Export,108175980,4353.801786103601
2022-12-01,8589,반도체,중국,Export,276184074,880.3041175683959
2023-01-01,8517,반도체,중국,Export,387751703,4239.437817772749
2023-02-01,8573,반도체,중국,Export,154142306,4567.996571303564
2023-03-01,8524,반도체,중국,Import,0,674.8101259157329
2023-04-01,8518,반도체,중국,Export,108257116,
2023-05-01,8511,반도체,중국,Export,400803959,1620.7735987255114
2023-06-01,8527,반도체,중국,Import,0,2038.1709110118466
2023-07-01,8520,반도체,중국,Export,350541124,4314.5997462271025
2023-08-01,8595,반도체,중국,Export,377089203,815.0181627722127
2023-09-01,8588,반도체,중국,Export,254455195,3128.9630981587834
2023-10-01,8541,반도체,중국,Import,0,454.83973351707334
2023-11-01,8539,반도체,중국,Export,26269523,485.03463605960167
2023-12-01,8555,반도체,중국,Import,0,
2024-01-01,8584,반도체,중국,Export,70867783,4491.484383156688
2024-02-01,8541,반도체,중국,Export,156429584,4682.488894967352
2024-03-01,8593,반도체,중국,Import,0,4092.64305735791
2024-04-01,8513,반도체,중국,Export,302763172,3940.7795117524233
2024-05-01,8569,반도체,중국,Export,368478865,
2024-06-01,8522,반도체,중국,Export,244846675,3117.13590751699
2024-07-01,8554,반도체,중국,Export,99237778,3969.5226849981477
2024-08-01,8591,반도체,중국,Export,20221958,3300.9887942629175
2024-09-01,8568,반도체,중국,Export,328659586,1077.758009552811
2024-10-01,8572,반도체,중국,Import,0,4218.216790756975
2024-11-01,8567,반도체,중국,Export,373926195,2184.9173387955693
2024-12-01,8529,반도체,중국,Export,257373992,2762.172564480113
2025-01-01,8575,반도체,중국,Import,0,3985.4848635675944
2025-02-01,8567,반도체,중국,Export,457058039,1132.2447261277662
2025-03-01,8524,반도체,중국,Export,125538126,3902.4010144736044
2025-04-01,8551,반도체,중국,Import,0,4859.835960804034
2025-05-01,8550,반도체,중국,Export,131143226,4366.674516235305
2025-06-01,8598,반도체,중국,Export,334684426,566.7813889776688
2025-07-01,8537,반도체,중국,Import,0,3318.0096562523318
2025-08-01,8565,반도체,중국,Import,0,1261.4364998308472
2025-09-01,8523,반도체,중국,Export,172135787,2299.010111773875
2025-10-01,8514,반도체,중국,Export,131869993,3124.0104343597473
2025-11-01,8593,반도체,중국,Export,195885709,3067.136972459926
2025-12-01,8558,반도체,중국,Import,0,4047.7837494552605
2021-01-01,8770,자동차,중국,Export,26752005,4934.795603750092
2021-02-01,8735,자동차,중국,Import,0,698.3385786491314
2021-03-01,8778,자동차,중국,Export,60621388,2964.8864321686847
2021-04-01,8797,자동차,중국,Import,0,185.16097190885023
2021-05-01,8748,자동차,중국,Import,0,2626.420540038326
2021-06-01,8793,자동차,중국,Import,0,750.3018037144592
2021-07-01,8717,자동차,중국,Export,485256902,560.1135073681501
2021-08-01,8714,자동차,중국,Import,0,1351.001971169316
2021-09-01,8752,자동차,중국,Import,0,2536.156343641294
2021-10-01,8785,자동차,중국,Export,65423811,3998.0008213123756
2021-11-01,8740,자동차,중국,Export,332853880,2029.9355877053765
2021-12-01,8775,자동차,중국,Export,499712725,336.2389904167245
2022-01-01,8757,자동차,중국,Export,378689603,543.3603069065487
2022-02-01,8713,자동차,중국,Import,0,4058.445115512167
2022-03-01,8792,자동차,중국,Export,435761306,1940.7940342204597
2022-04-01,8794,자동차,중국,Import,0,1895.6615208698495
2022-05-01,8769,자동차,중국,Export,278764863,3022.778827428566
2022-06-01,8720,자동차,중국,Export,305689810,3374.24271291958
2022-07-01,8712,자동차,중국,Import,0,4762.244942363357
2022-08-01,8735,자동차,중국,Export,63369987,830.060094253954
2022-09-01,8724,자동차,중국,Import,0,2792.129768309221
2022-10-01,8752,자동차,중국,Export,18933965,
2022-11-01,8724,자동차,중국,Import,0,
2022-12-01,8795,자동차,중국,Export,105333578,915.0248779413965
2023-01-01,8736,자동차,중국,Export,465506879,2708.075045361297
2023-02-01,8739,자동차,중국,Export,360913830,1435.8576035943154
2023-03-01,8784,자동차,중국,Export,70379100,4311.137387074887
2023-04-01,8772,자동차,중국,Import,0,2879.8298761816272
2023-05-01,8777,자동차,중국,Export,52649091,4097.168353170977
2023-06-01,8756,자동차,중국,Import,0,3047.897918717023
2023-07-01,8718,자동차,중국,Export,398934486,3268.3689757720144
2023-08-01,8751,자동차,중국,Import,0,1831.7647585833188
2023-09-01,8759,자동차,중국,Import,0,4270.753878178577
2023-10-01,8728,자동차,중국,Export,315691069,2313.6616258124227
2023-11-01,8742,자동차,중국,Export,116202502,
2023-12-01,8780,자동차,중국,Export,277881732,1236.5407709682795
2024-01-01,8734,자동차,중국,Export,494014904,768.5547875279923
2024-02-01,8748,자동차,중국,Import,0,177.52334965135395
2024-03-01,8777,자동차,중국,Export,364926020,2934.0958933314046
2024-04-01,8745,자동차,중국,Export,104014989,1684.5206543660518
2024-05-01,8777,자동차,중국,Export,226780868,4176.129254931968
2024-06-01,8741,자동차,중국,Export,274605838,4412.387529051145
2024-07-01,8767,자동차,중국,Import,0,3380.4860804711316
2024-08-01,8790,자동차,중국,Export,497785440,2287.1265208684467
2024-09-01,8767,자동차,중국,Export,479236389,958.9844175525322
2024-10-01,8789,자동차,중국,Export,210644147,2171.1766556413286
2024-11-01,8725,자동차,중국,Export,335806744,3997.704807869673
2024-12-01,8714,자동차,중국,Import,0,3866.1390434636915
2025-01-01,8793,자동차,중국,Export,315556987,536.7097173684814
2025-02-01,8725,자동차,중국,Export,258350831,
2025-03-01,8732,자동차,중국,Import,0,1864.6683966104436
2025-04-01,8782,자동차,중국,Import,0,4143.901930341195
2025-05-01,8791,자동차,중국,Import,0,4605.020668750645
2025-06-01,8721,자동차,중국,Export,465991655,670.1953496388328
2025-07-01,8797,자동차,중국,Export,270915784,3634.9681299107856
2025-08-01,8723,자동차,중국,Import,0,2074.602875949291
2025-09-01,8791,자동차,중국,Export,479088215,2907.9030017611617
2025-10-01,8763,자동차,중국,Import,0,3071.2176277235403
2025-11-01,8761,자동차,중국,Export,256257377,2053.4488360843343
2025-12-01,8717,자동차,중국,Export,244334671,2579.9270187490793
2021-01-01,7221,철강,중국,Export,483252858,2219.2396038176466
2021-02-01,7227,철강,중국,Export,146098785,
2021-03-01,7211,철강,중국,Import,0,
2021-04-01,7219,철강,중국,Export,113760121,2474.547776392437
2021-05-01,7288,철강,중국,Export,492002673,1271.9825106580356
2021-06-01,7271,철강,중국,Export,140039830,971.0553004711162
2021-07-01,7213,철강,중국,Export,498381458,4088.454320579492
2021-08-01,7261,철강,중국,Import,0,4255.277837722067
2021-09-01,7272,철강,중국,Export,230394477,1053.6503079217487
2021-10-01,7223,철강,중국,Export,96674701,1996.685925644591
2021-11-01,7271,철강,중국,Import,0,194.04215643297778
2021-12-01,7267,철강,중국,Import,0,3132.8461457378353
2022-01-01,7294,철강,중국,Export,107439576,
2022-02-01,7269,철강,중국,Export,326584160,2546.7357913952296
2022-03-01,7277,철강,중국,Import,0,1293.0420451838495
2022-04-01,7261,철강,중국,Export,431186963,2022.729235489525
2022-05-01,7273,철강,중국,Export,395582659,1645.4937891652623
2022-06-01,7238,철강,중국,Import,0,4658.562535705336
2022-07-01,7237,철강,중국,Export,322228723,3330.834218808335
2022-08-01,7288,철강,중국,Export,445801548,2308.0363179758137
2022-09-01,7253,철강,중국,Export,260988741,
2022-10-01,7252,철강,중국,Export,332927411,4030.4397348251787
2022-11-01,7229,철강,중국,Export,371379096,1830.9319016601144
2022-12-01,7224,철강,중국,Export,471734540,3940.8291161616016
2023-01-01,7214,철강,중국,Export,333548332,3845.426044886506
2023-02-01,7290,철강,중국,Export,154767940,3869.193424406855
2023-03-01,7259,철강,중국,Export,15109572,1351.5260749575757
2023-04-01,7298,철강,중국,Import,0,305.5609948150177
2023-05-01,7221,철강,중국,Import,0,658.3875101001541
2023-06-01,7225,철강,중국,Export,407767196,3316.745175924363
2023-07-01,7249,철강,중국,Export,303280472,565.5573250622929
2023-08-01,7298,철강,중국,Import,0,1441.577406819122
2023-09-01,7260,철강,중국,Import,0,3264.4729820105094
2023-10-01,7248,철강,중국,Import,0,4602.7400148338165
2023-11-01,7230,철강,중국,Export,489414666,3766.140339297088
2023-12-01,7284,철강,중국,Export,166829317,3790.6179459756736
2024-01-01,7222,철강,중국,Import,0,745.4709899273533
2024-02-01,7288,철강,중국,Export,257867819,4219.44483725488
2024-03-01,7270,철강,중국,Export,374277655,3098.508476152922
2024-04-01,7239,철강,중국,Export,437928228,3217.8276344983155
2024-05-01,7267,철강,중국,Import,0,1308.7264361559528
2024-06-01,7273,철강,중국,Import,0,1099.7746096816045
2024-07-01,7236,철강,중국,Export,347063213,1938.773531769065
2024-08-01,7267,철강,중국,Import,0,3754.0955353830377
2024-09-01,7229,철강,중국,Import,0,829.551446628979
2024-10-01,7267,철강,중국,Import,0,2298.1920916772588
2024-11-01,7235,철강,중국,Export,201847592,2121.8470201582563
2024-12-01,7247,철강,중국,Export,91773707,988.4644716349757
2025-01-01,7280,철강,중국,Export,245676716,
2025-02-01,7264,철강,중국,Export,354442286,358.73940629578766
2025-03-01,7228,철강,중국,Export,142212152,4142.742109882304
2025-04-01,7231,철강,중국,Export,350753667,3755.0335231870054
2025-05-01,7273,철강,중국,Import,0,1929.9667211064498
2025-06-01,7227,철강,중국,Import,0,406.45691179710536
2025-07-01,7266,철강,중국,Export,467225532,3248.5694777224385
2025-08-01,7256,철강,중국,Export,67984733,2108.533959511812
2025-09-01,7218,철강,중국,Import,0,1094.3882011170208
2025-10-01,7212,철강,중국,Export,22836387,218.5396430676407
2025-11-01,7290,철강,중국,Import,0,
2025-12-01,7235,철강,중국,Import,0,4225.474477279862
2021-01-01,8483,기계,중국,Export,469303114,3559.4931375537203
2021-02-01,8448,기계,중국,Import,0,2240.56844281438
2021-03-01,8463,기계,중국,Import,0,743.6120999100428
2021-04-01,8498,기계,중국,Export,478741164,
2021-05-01,8416,기계,중국,Export,131019611,4540.647444553079
2021-06-01,8463,기계,중국,Export,220154570,4239.468237801505
2021-07-01,8465,기계,중국,Export,32785287,3136.527256977137
2021-08-01,8459,기계,중국,Export,211436845,1801.9822986683291
2021-09-01,8484,기계,중국,Export,482063272,2844.8240989630253
2021-10-01,8423,기계,중국,Import,0,4908.355743436508
2021-11-01,8446,기계,중국,Export,287011824,2373.2691847728474
2021-12-01,8470,기계,중국,Export,65906934,841.1094608011794
2022-01-01,8480,기계,중국,Export,345039511,2771.0170884774284
2022-02-01,8437,기계,중국,Export,364179008,431.57497331000775
2022-03-01,8479,기계,중국,Export,120812055,4249.901767633944
2022-04-01,8431,기계,중국,Export,426487932,3378.2094529126307
2022-05-01,8448,기계,중국,Import,0,405.1382188212395
2022-06-01,8419,기계,중국,Export,489250290,3990.54961020323
2022-07-01,8430,기계,중국,Export,90706113,1718.053817870338
2022-08-01,8494,기계,중국,Import,0,891.9370753007701
2022-09-01,8449,기계,중국,Export,492644931,
2022-10-01,8412,기계,중국,Export,455517900,2739.6388099682995
2022-11-01,8461,기계,중국,Export,231331441,2047.1688133780508
2022-12-01,8420,기계,중국,Import,0,2664.3151928542325
2023-01-01,8445,기계,중국,Export,145456428,1630.5105992390165
2023-02-01,8491,기계,중국,Export,87397863,3509.905679027132
2023-03-01,8412,기계,중국,Export,187919360,4496.213070726632
2023-04-01,8410,기계,중국,Import,0,1882.0963113050873
2023-05-01,8413,기계,중국,Export,401310703,4842.003797806606
2023-06-01,8420,기계,중국,Import,0,4838.920414769935
2023-07-01,8430,기계,중국,Import,0,1682.7548720924478
2023-08-01,8468,기계,중국,Export,89494368,161.77684788121928
2023-09-01,8434,기계,중국,Import,0,1127.7894436500387
